char_name,episode,line
Wirt,Episode 6: Lullaby in Frogland,"SERIOUSLY, NOBODY WANTS TO HEAR ME PLAY."
Beatrice,Episode 6: Lullaby in Frogland,I DO!
Greg,Episode 6: Lullaby in Frogland,I DO!
Wirt,Episode 6: Lullaby in Frogland,UH...
Beatrice,Episode 6: Lullaby in Frogland,WIRT?
Wirt,Episode 6: Lullaby in Frogland,YEAH. HERE WE GO.
Greg,Episode 6: Lullaby in Frogland,OW. OW. OW. OW.
(Frog) Jason Funderberker,Episode 6: Lullaby in Frogland,AT NIGHT WHEN THE LAKE IS A MIRROR
(Frog) Jason Funderberker,Episode 6: Lullaby in Frogland,HUH?
Greg,Episode 6: Lullaby in Frogland,WHOA!
(Frog) Jason Funderberker,Episode 6: Lullaby in Frogland,AND THE MOON RIDES THE WAVES TO THE SHORE A SINGLE SOUL SETS HIS VOICE SINGING CONTENT TO BE SLIGHTLY FORLORN A SONG RISES OVER THE LILIES
(Frog) Jason Funderberker,Episode 6: Lullaby in Frogland,"WAH-OOH, WAH-OOH"
(Frog) Jason Funderberker,Episode 6: Lullaby in Frogland,SWEEPS HIGH TO CLEAR OVER THE REEDS AND OVER THE BULLRUSHES SWAYING TO PLUCK AT A PAIR OF HEARTSTRINGS
Wirt,Episode 6: Lullaby in Frogland,"HEY, BEATRICE, THANKS FOR SUPPORTING MY BASSOONING."
Beatrice,Episode 6: Lullaby in Frogland,YEAH. YOU'RE ACTUALLY GOOD.
Wirt,Episode 6: Lullaby in Frogland,THE BEST PART IS WE'RE STILL ON TRACK TO GET TO ADELAIDE'S.
Beatrice,Episode 6: Lullaby in Frogland,YEP. THAT'S GREAT.
Wirt,Episode 6: Lullaby in Frogland,YOU DON'T SEEM THRILLED.
Beatrice,Episode 6: Lullaby in Frogland,"WELL, I JUST -- I DON'T WANT YOU TO -- NEVER MIND. NEVER MIND."
(Frog) Jason Funderberker,Episode 6: Lullaby in Frogland,CARRIES THEIR MEMORY ON--
(Frog) Jason Funderberker,Episode 6: Lullaby in Frogland,SHH!
Wirt,Episode 6: Lullaby in Frogland,UH...
(Frog) Jason Funderberker,Episode 6: Lullaby in Frogland,OVER THE TREETOPS AND MOUNTAINS OVER THE BLACKENED RAVINES
(Frog) Jason Funderberker,Episode 6: Lullaby in Frogland,OHH!
(Frog) Jason Funderberker,Episode 6: Lullaby in Frogland,THEN SOFTLY IT FALLS BY A HOUSE NEAR A STREAM AND OVER THE GARDEN WALL TO THEE
Greg,Episode 6: Lullaby in Frogland,AHH. I KNEW YOU WERE SPECIAL.
Wirt,Episode 6: Lullaby in Frogland,WHAT ARE THEY DOING?
Beatrice,Episode 6: Lullaby in Frogland,LOOKS LIKE THEY'RE... HIBERNATING IN THE MUD.
Wirt,Episode 6: Lullaby in Frogland,"SO, WHERE'S ADELAIDE'S HOUSE? IS IT CLOSE?"
Beatrice,Episode 6: Lullaby in Frogland,"IT'S -- HMM. WE SHOULD PROBABLY JUST GO TOMORROW, I THINK. WE DON'T WANT TO BOTHER HER TOO LATE, YOU KNOW?"
Wirt,Episode 6: Lullaby in Frogland,WHAT ARE WE SUPPOSED TO DO -- JUST SIT AROUND IN THE MUD WITH THESE FROGS?
Greg,Episode 6: Lullaby in Frogland,I CALL THAT MUD OVER THERE! HA HA HA! YEAH!
Beatrice,Episode 6: Lullaby in Frogland,"SO, THEN WHAT?"
Wirt,Episode 6: Lullaby in Frogland,"WELL, THEN I WENT TO GO TALK TO SARA -- I MEAN, LIKE REALLY TALK TO HER, YOU KNOW -- PUT ALL MY CARDS ON THE TABLE, YOU KNOW?"
Beatrice,Episode 6: Lullaby in Frogland,YEAH.
Wirt,Episode 6: Lullaby in Frogland,AND THEN JASON FUNDERBERKER COMES OUT OF NOWHERE AND WHISKS HER AWAY! UGH! JASON FUNDERBERKER -- THAT GUY.  PLUS GREG WAS AROUND. HE WOULD HAVE EMBARRASSED ME EVEN MORE.
Beatrice,Episode 6: Lullaby in Frogland,"WELL, WIRT, SOUNDS LIKE YOU'RE A REAL LOSER BACK HOME."
Wirt,Episode 6: Lullaby in Frogland,"OH, THANKS A LOT."
Beatrice,Episode 6: Lullaby in Frogland,"I MEAN COMPARED TO HOW YOU ARE HERE. HERE YOU'RE LIKE A HERO AND STUFF, RIGHT?"
Wirt,Episode 6: Lullaby in Frogland,"AM I? WELL, I DON'T KNOW IF I'D SAY, ""HERO,"" BUT --"
Greg,Episode 6: Lullaby in Frogland,"DO YOU THINK THAT I COULD BE A HERO, TOO? HUH?   YOU DONE GOOD, MR. PRESIDENT. YOU DONE GOOD."
Beatrice,Episode 6: Lullaby in Frogland,"IF I WAS YOU, I WOULDN'T EVEN WANT TO GO HOME."
Wirt,Episode 6: Lullaby in Frogland,"YEAH, BUT I-I CAN'T STAY HERE FOREVER."
Beatrice,Episode 6: Lullaby in Frogland,WHY NOT?
Wirt,Episode 6: Lullaby in Frogland,HMM? WHY NOT? BECAUSE -- BECAUSE I-I CAN'T JUST -- MAYBE IT IS BETTER TO STAY HERE.
Wirt,Episode 6: Lullaby in Frogland,"GREAT. THEN IT'S AGREED. WE'RE NOT GOING TO ADELAIDE'S. GOOD NIGHT, WIRT."
Beatrice,Episode 6: Lullaby in Frogland,"OH, WHAT? OH. GOOD NIGHT, BEATRICE."
Wirt,Episode 6: Lullaby in Frogland,"BEATRICE. GREG, WAKE UP!"
Greg,Episode 6: Lullaby in Frogland,HUH?
Wirt,Episode 6: Lullaby in Frogland,BEATRICE TOOK OFF!
Greg,Episode 6: Lullaby in Frogland,WHAT?
Wirt,Episode 6: Lullaby in Frogland,COME ON!
Greg,Episode 6: Lullaby in Frogland,MMM.
Wirt,Episode 6: Lullaby in Frogland,"COME ON, GREG!"
Greg,Episode 6: Lullaby in Frogland,I'M COMING.
Adelaide,Episode 6: Lullaby in Frogland,"CLOSE THE FLUE. THAT FRESH AIR DOES SIMPLY GRUESOME THINGS TO MY TENDER, DELICATE SKIN."
Beatrice,Episode 6: Lullaby in Frogland,"ADELAIDE, WE NEED TO TALK."
Adelaide,Episode 6: Lullaby in Frogland,DID YOU BRING ME WHAT I ASKED FOR?
Beatrice,Episode 6: Lullaby in Frogland,"I FOUND TWO BROTHERS LOST IN THE WOODS, BUT I CAN'T GIVE THEM TO YOU, ADELAIDE. THEY NEED TO GO HOME."
Adelaide,Episode 6: Lullaby in Frogland,NONSENSE! I'LL GIVE THEM A WONDERFUL HOME HERE.
Beatrice,Episode 6: Lullaby in Frogland,"THAT'S WHAT YOU SAID, BUT --"
Adelaide,Episode 6: Lullaby in Frogland,CAN'T YOU SEE I'M SICK AND HELPLESS?  AH-CHOO! I'M ALL ALONE IN THE WORLD. I WANT A CHILD SERVANT.
Beatrice,Episode 6: Lullaby in Frogland,"SERVANT? I THOUGHT YOU JUST WANTED SOME YARD WORK DONE. Adelaide OUR ARRANGEMENT WAS FOR YOU TO BRING ME A CHILD SERVANT AND THEN I GIVE YOU THE SCISSORS... TO SNIP, SNIP, SNIP YOUR FAMILY'S WINGS AWAY TO MAKE THEM HUMAN AGAIN."
Beatrice,Episode 6: Lullaby in Frogland,WHAT IF I BECAME YOUR SERVANT?
Adelaide,Episode 6: Lullaby in Frogland,"HA! I NEED A BIG, STRONG CHILD!"
Beatrice,Episode 6: Lullaby in Frogland,"YOU CAN TURN ME INTO A HUMAN, CAN'T YOU?"
Adelaide,Episode 6: Lullaby in Frogland,"OH, YES -- SCISSORS!"
Beatrice,Episode 6: Lullaby in Frogland,"YEAH. YEAH. SO, GIVE ME THE SCISSORS. I'LL GO HELP MY FAMILY.  WIRT!"
Adelaide,Episode 6: Lullaby in Frogland,CLOSE THE DOOR! I'LL CATCH MY DEATH OF COLD!
Wirt,Episode 6: Lullaby in Frogland,WHAT'S GOING ON?
Beatrice,Episode 6: Lullaby in Frogland,YOU SHOULDN'T BE HERE.
Wirt,Episode 6: Lullaby in Frogland,ADELAIDE?
Adelaide,Episode 6: Lullaby in Frogland,"WELCOME HOME, CHILDREN."
Greg,Episode 6: Lullaby in Frogland,HUH?
Wirt,Episode 6: Lullaby in Frogland,HUH?
Wirt and Greg,Episode 6: Lullaby in Frogland,AAAH!
Wirt,Episode 6: Lullaby in Frogland,"BEATRICE, WH-WHAT --"
Beatrice,Episode 6: Lullaby in Frogland,I...
Wirt,Episode 6: Lullaby in Frogland,BUT I THOUGHT WE WERE FRIENDS.
Adelaide,Episode 6: Lullaby in Frogland,"NOW THEY'RE MINE. AND ONCE I FILL THEIR HEADS WITH WOOL, THEY'LL BECOME JUST LIKE LITTLE SHEEP AND FOLLOW MY EVERY COMMAND."
Wirt,Episode 6: Lullaby in Frogland,"ALL ALONG, YOU'VE BEEN LEADING US TO THIS CRAZY LADY?"
Adelaide,Episode 6: Lullaby in Frogland,"I DO AS HE COMMANDS -- THE VOICE OF THE NIGHT, THE BEAST OF ETERNAL DARKNESS."
Adelaide,Episode 6: Lullaby in Frogland,WHAT ARE YOU DOING?! OHH! THE NIGHT AIR IS POISONOUS!
Beatrice,Episode 6: Lullaby in Frogland,"BREATHE IT IN, LADY. WIRT, GREG, LET'S GO!"
Adelaide,Episode 6: Lullaby in Frogland,THE DEADLY...AIR!
Beatrice,Episode 6: Lullaby in Frogland,WHOA! GEEZ! SHE WASN'T KIDDING!
Adelaide,Episode 6: Lullaby in Frogland,IT'S FRESH! OHHHHHH!
Beatrice,Episode 6: Lullaby in Frogland,HUH?  WIRT? GREG?  GREG! WIRT! IT WASN'T WHAT IT LOOKED LIKE! I WAS JUST -- PLEASE COME BACK! OHH.
Wirt,Episode 6: Lullaby in Frogland,HMM.
Greg,Episode 6: Lullaby in Frogland,"WIRT, WHAT ABOUT BEATRICE?"
Wirt,Episode 6: Lullaby in Frogland,HMM. I SHOULDN'T HAVE TRUSTED ANYONE.
Greg,Episode 6: Lullaby in Frogland,HUH? BENJAMIN FRANKLIN!
Wirt,Episode 6: Lullaby in Frogland,"HURRY IT UP, GREG."
Greg,Episode 7: The Ringing of the Bell,WHAT ARE WE DOING?
Wirt,Episode 7: The Ringing of the Bell,"WE'RE WALKING, GREG."
Greg,Episode 7: The Ringing of the Bell,BUT WHERE?
Wirt,Episode 7: The Ringing of the Bell,A PLACE TO WAIT OUT THIS RAIN.
Greg,Episode 7: The Ringing of the Bell,OH. BUT...  SHOULDN'T WE WAIT FOR BEATRICE?
Wirt,Episode 7: The Ringing of the Bell,I DON'T NEED BEATRICE. I-I'LL FIGURE THIS OUT ON MY OWN.
Greg,Episode 7: The Ringing of the Bell,"OH, THAT'S GOOD. I'M GLAD YOU HAVE A PLAN. HEY, WIRT?"
Wirt,Episode 7: The Ringing of the Bell,WHAT?
Greg,Episode 7: The Ringing of the Bell,"SO, WHAT'S THE PLAN? 'CAUSE YOU'RE NOT SAYING ANY DETAILS, SO IT'S HARD FOR ME --"
Wirt,Episode 7: The Ringing of the Bell,"GREG, I DO HAVE A PLAN. AND IF YOU DON'T TRUST ME, THEN YOU DON'T HAVE TO FOLLOW ME, OKAY? IF YOU WANT TO GO LOOK FOR BEATRICE, GO AHEAD. YOU CAN DO ANYTHING YOU WANT."
Greg,Episode 7: The Ringing of the Bell,ANYTHING? THAT'S A LOT OF POWER.
Greg,Episode 7: The Ringing of the Bell,"WIRT! OH, NO! DID I KNOCK DOWN THAT TREE WITH MY POWERS? SORRY. ARE YOU OKAY?"
Wirt,Episode 7: The Ringing of the Bell,"YEAH. THAT TREE JUST CAME AT ME OUT OF NOWHERE. GREG, LOOK -- AX MARKS. SOMEONE CHOPPED IT DOWN."
The Woodsman,Episode 7: The Ringing of the Bell,INDEED. 'TWAS I.
Greg,Episode 7: The Ringing of the Bell,AAH! OHH!
The Woodsman,Episode 7: The Ringing of the Bell,"STOP! LISTEN! THE BEAST KNOWS YOUR PRESENCE! READY TO CLAIM YOU AS PART OF HIS DARK FOREST, BUT ONLY IF YOU GIVE UP! KEEP HEARTY IN BOTH BODY AND SPIRIT AND YOU SHALL BE SAFE FROM HIM. FALL ILL OR LOSE HOPE AND YOUR LIFE SHALL PASS INTO HIS CROOKED HANDS.  UGH! CHILDREN! PLEASE, HEED MY WARNING! BOYS, BEWARE THE BEAST!"
The Beast,Episode 7: The Ringing of the Bell,WOODSMAN.
The Woodsman,Episode 7: The Ringing of the Bell,HUH?
The Beast,Episode 7: The Ringing of the Bell,WE SHOULD TALK.
Wirt,Episode 7: The Ringing of the Bell,I THINK WE LOST HIM.
Greg,Episode 7: The Ringing of the Bell,HA HA! YOU GOT HIM WITH THE OLD KICKEROO!
Wirt,Episode 7: The Ringing of the Bell,"SEE? I GOT IT UNDER CONTROL. I DON'T NEED BEATRICE. NOW, TO FIND SOMEPLACE TO WAIT OUT THIS RAIN..."
Greg,Episode 7: The Ringing of the Bell,"AS LONG AS IT'S NOT THAT OLD, BROKEN-DOWN --"
Greg,Episode 7: The Ringing of the Bell,"SHH! IT'S PERFECT! COME ON, GREG!"
Greg,Episode 7: The Ringing of the Bell,"UH, WIRT... AIN'T THAT JUST THE WAY?"
Wirt,Episode 7: The Ringing of the Bell,THIS PLACE ISN'T SO BAD. HUH?
Greg,Episode 7: The Ringing of the Bell,MAYBE. DUM DUM-DUM DUM-DUM DUM DUM
Greg,Episode 7: The Ringing of the Bell,GET THAT FROG OUT OF YOUR PANTS.
Greg,Episode 7: The Ringing of the Bell,"HE CAN DO WHAT HE WANTS. HEY, WHAT'S IN THESE OLD BASKETS? WHOA!"
Wirt,Episode 7: The Ringing of the Bell,WHAT?
Greg,Episode 7: The Ringing of the Bell,WE'RE RICH!
Wirt,Episode 7: The Ringing of the Bell,WHAT?
Greg,Episode 7: The Ringing of the Bell,LOOK! IT'S FULL OF BLACK TURTLES! WE'RE TURTLE RICH!
Wirt,Episode 7: The Ringing of the Bell,"YOU KNOW, IT'S KIND OF FUNNY, FINDING A BASKET OF TURTLES IN AN ABANDONED HOUSE, HUH?"
Greg,Episode 7: The Ringing of the Bell,HA HA! YEAH.
Wirt,Episode 7: The Ringing of the Bell,"GREG, NOT THAT KIND OF FUNNY."
Greg,Episode 7: The Ringing of the Bell,HUH? OH.
Lorna,Episode 7: The Ringing of the Bell,"AUNTIE? AUNTIE, I FINISHED SORTING --"
Lorna,Episode 7: The Ringing of the Bell,WHO ARE YOU?!
Greg,Episode 7: The Ringing of the Bell,WE'RE BURGLARS!
Wirt,Episode 7: The Ringing of the Bell,"NO, NO. NO, NO. WE'RE -- WE'RE NOT. WE JUST NEEDED TO GET OUT OF THE RAIN, AND WE THOUGHT THIS PLACE WAS ABANDONED, SO WE --"
Greg,Episode 7: The Ringing of the Bell,SO WE CAME HERE TO BURGLE YOUR TURTS.
Wirt,Episode 7: The Ringing of the Bell,"NO, IT'S NOT TRUE."
Greg,Episode 7: The Ringing of the Bell,"IT IS TRUE! HA HA HA!!  OH, OKAY. I GIVE UP."
Wirt,Episode 7: The Ringing of the Bell,HA! SEE?
Lorna,Episode 7: The Ringing of the Bell,"I BELIEVE YOU, BUT, PLEASE  HIDE YOURSELVES AT ONCE. AUNTIE WHISPERS IS COMING SOON."
Wirt,Episode 7: The Ringing of the Bell,"UH, WHAT?"
Lorna,Episode 7: The Ringing of the Bell,"HIDE, QUICKLY! WELCOME HOME, AUNTIE."
Auntie Whispers,Episode 7: The Ringing of the Bell,"LORNA, MY SWEET CHILD.  HMM. HAS ANYONE COME HERE TODAY?"
Lorna,Episode 7: The Ringing of the Bell,"NAY, AUNTIE -- NOT A SOUL."
Auntie Whispers,Episode 7: The Ringing of the Bell,THEN NO ONE SHALL BE DEVOURED ALIVE TONIGHT?
Lorna,Episode 7: The Ringing of the Bell,"NAY, I PRAY NOT, MUM."
Wirt,Episode 7: The Ringing of the Bell,DEVOURED ALIVE?
Auntie Whispers,Episode 7: The Ringing of the Bell,"YOU'RE A GOOD GIRL, LORNA, BUT YOU DECEIVE ME."
Lorna,Episode 7: The Ringing of the Bell,"I SPEAK THE TRUTH, AUNTIE. I SWEAR."
Auntie Whispers,Episode 7: The Ringing of the Bell,"DECEIVE ME NOT, CHILD. I CAN SMELL THEM.  I CAN SMELL THE CHILDREN IN THIS HOUSE."
Wirt,Episode 7: The Ringing of the Bell,"WHAT? CHILDREN? I'M, LIKE, IN HIGH SCHOOL."
Greg,Episode 7: The Ringing of the Bell,"YEAH, WELL, YOU STILL STINK."
Wirt,Episode 7: The Ringing of the Bell,SHH!
Greg,Episode 7: The Ringing of the Bell,"YOU ""SHH."""
Auntie Whispers,Episode 7: The Ringing of the Bell,"TELL ME WHERE YOU ARE HIDING THEM, PRECIOUS ONE."
Lorna,Episode 7: The Ringing of the Bell,I --
Auntie Whispers,Episode 7: The Ringing of the Bell,THE RINGING OF THE BELL COMMANDS YOU.
Lorna,Episode 7: The Ringing of the Bell,LOOK  IN THE BASKET.
Auntie Whispers,Episode 7: The Ringing of the Bell,"YOU HAVE ENTERED THE HOUSE OF DOOM, CHILDREN -- YOUR DOOM."
Auntie Whispers,Episode 7: The Ringing of the Bell,"OH. MY DEAR, WHY, ALL ALONG, YOU MEANT IT BE THE TURTLES THAT SMELL SO RIPE."
Lorna,Episode 7: The Ringing of the Bell,A-A-AYE. THAT IS WHAT I MEANT.
Auntie Whispers,Episode 7: The Ringing of the Bell,MM.  THEN YOU HAVE NO EVIL SECRETS TO KEEP?
Lorna,Episode 7: The Ringing of the Bell,NAY. I HAVE NONE. .
Auntie Whispers,Episode 7: The Ringing of the Bell,"THEN OFF TO BED GO I, AND YOU, LORNA -- YOU SHALL SORT THE BONES OF THOSE WHO HAVE BEEN EATEN HERE BEFORE."
Lorna,Episode 7: The Ringing of the Bell,I HAVE FINISHED ALREADY.
Auntie Whispers,Episode 7: The Ringing of the Bell,THEN CLEAN THIS FLOOR UNTIL IT SHINES. THE RINGING OF THE BELL COMMANDS YOU.
Lorna,Episode 7: The Ringing of the Bell,"YES, AUNTIE WHISPERS."
Auntie Whispers,Episode 7: The Ringing of the Bell,"YOU KNOW I DO THIS FOR YOU, CHILD. KEEPING YOU BUSY IS THE ONLY WAY TO KEEP EVIL SPIRITS FROM DRIVING YOU TO WICKEDNESS."
Lorna,Episode 7: The Ringing of the Bell,"DO NOT WORRY, AUNTIE WHISPERS. THE WORK SHALL KEEP ME BUSY."
Auntie Whispers,Episode 7: The Ringing of the Bell,"GOOD NIGHT, MY DEAR. AND DOWSE THAT FIRE. I DID NOT ASK YOU TO LIGHT IT."
Lorna,Episode 7: The Ringing of the Bell,"COME OUT, MY TURTLES. SHE SLEEPS."
Wirt,Episode 7: The Ringing of the Bell,YOU SURE?
Lorna,Episode 7: The Ringing of the Bell,AYE.
Wirt,Episode 7: The Ringing of the Bell,"UH, ARE YOU ALL RIGHT? YOU'VE BEEN COUGHING A LOT."
Lorna,Episode 7: The Ringing of the Bell,IT'S MY ILLNESS. IT'S THE REASON AUNTIE WHISPERS IS SO HARD ON ME.
Wirt,Episode 7: The Ringing of the Bell,GOSH! THAT LADY IS SO BAD. YOU SHOULD GO SEE A DOCTOR.
Lorna,Episode 7: The Ringing of the Bell,AUNTIE DOES NOT ALLOW VISITORS HERE. SHE BELIEVES OUTSIDERS WILL LEAD ME TO BECOME WICKED.
Wirt,Episode 7: The Ringing of the Bell,"YEAH. SEE? THAT'S SUPERWEIRD. I DON'T MEAN TO INSULT YOUR FAMILY, BUT --"
Lorna,Episode 7: The Ringing of the Bell,"OH, SHE'S NOT MY REAL AUNT."
Wirt,Episode 7: The Ringing of the Bell,"OH, MY GOSH. SEE?!"
Greg,Episode 7: The Ringing of the Bell,"HEY, WHERE'D DR. CUCUMBER GO?  HEY, I'M GONNA GET YOU!"
Wirt,Episode 7: The Ringing of the Bell,"SO, YOU GOT TO KEEP SWEEPING TILL YOU'RE DONE?"
Lorna,Episode 7: The Ringing of the Bell,"MM-HMM. THE WORK NEVER ENDS. BY THE TIME THIS TASK IS COMPLETE, SHE WILL RETURN AND ORDER ME TO A NEW TASK, AND SO IT GOES."
Wirt,Episode 7: The Ringing of the Bell,"IF I HELP AND WE GET THE WORK DONE FAST, MAYBE YOU CAN..."
Lorna,Episode 7: The Ringing of the Bell,ESCAPE? WITH YOU?
Wirt,Episode 7: The Ringing of the Bell,YEAH.
Greg,Episode 7: The Ringing of the Bell,"CAN WE ESCAPE WITH YOU, TOO?"
Wirt,Episode 7: The Ringing of the Bell,GREG...
Lorna,Episode 7: The Ringing of the Bell,HMM. YES. PERHAPS THIS -- THIS TIME IT COULD BE DIFFERENT. HERE.
Wirt,Episode 7: The Ringing of the Bell,"UH, I'LL TAKE THAT SIDE."
Lorna,Episode 7: The Ringing of the Bell,Mm.
Greg,Episode 7: The Ringing of the Bell,"MM, SOMETHING WEIRD IS GOING ON.  WHERE ARE YOU GOING?"
Wirt,Episode 7: The Ringing of the Bell,HERE WE ARE
Lorna,Episode 7: The Ringing of the Bell,"TWO OF US, LIKE SHIPS"
Wirt,Episode 7: The Ringing of the Bell,LIKE SHIPS
Wirt and Lorna,Episode 7: The Ringing of the Bell,UPON A WINDING RIVER
Wirt,Episode 7: The Ringing of the Bell,AND YET
Lorna,Episode 7: The Ringing of the Bell,AND YET
Wirt and Lorna,Episode 7: The Ringing of the Bell,"SOMEHOW WE FOUND EACH OTHER LIKE STRANGERS, YOU AND I"
Greg,Episode 7: The Ringing of the Bell,HEY! YOU CAN RUN AND YOU CAN HIDE! PAGING DR. CUCUMBER! YOU'RE NEEDED IN THE OPERATING RO-O-O-O-O-O-O-O-OM!
Wirt,Episode 7: The Ringing of the Bell,"WELL, LOOKS PRETTY GOOD. I THINK WE'RE DONE."
Greg,Episode 7: The Ringing of the Bell,AAAAH!
Auntie Whispers,Episode 7: The Ringing of the Bell,WHY HAVE YOU COME HERE?
Greg,Episode 7: The Ringing of the Bell,OOPS!
Auntie Whispers,Episode 7: The Ringing of the Bell,YOU SHAN'T REMAIN ALIVE FOR LONG IN THIS HOUSE.
Greg,Episode 7: The Ringing of the Bell,AAAH!
Auntie Whispers,Episode 7: The Ringing of the Bell,"I'M WARNING YOU, CHILDREN -- KEEP AWAY FROM MY LORNA, OR YOU SHALL BE HASTILY GOBBLED UP!"
Wirt,Episode 7: The Ringing of the Bell,"WE -- WE DON'T WANT NO TROUBLE, LADY. LET'S JUST TALK IT OUT. I'M WIRT."
Auntie Whispers,Episode 7: The Ringing of the Bell,"LORNA, COME HERE."
Lorna,Episode 7: The Ringing of the Bell,UH...UH...
Auntie Whispers,Episode 7: The Ringing of the Bell,"THE RINGING OF THE BELL COMMAN-- UH, WHERE -- DID I PUT THE BELL ON MY NIGHTSTAND?"
Lorna,Episode 7: The Ringing of the Bell,FOLLOW ME.
Auntie Whispers,Episode 7: The Ringing of the Bell,NOOOOOOOOOOOO! COME OUT BEFORE IT IS TOO LATE. UNLOCK THIS DOOR. SHE WILL DEVOUR YOU.
Wirt,Episode 7: The Ringing of the Bell,WHAT IS SHE TALKING ABOUT?
Wirt and Greg,Episode 7: The Ringing of the Bell,AAH!
Lorna,Episode 7: The Ringing of the Bell,MORE BONES TO SORT.
Wirt and Greg,Episode 7: The Ringing of the Bell,NO!
Auntie Whispers,Episode 7: The Ringing of the Bell,"I TOLD YOU BOYS TO STAY AWAY FROM HER, BUT NOW YOU'VE GONE AND MADE HER WICKED AGAIN."
Greg,Episode 7: The Ringing of the Bell,"OH-HO! FOR SOME REASON, I THOUGHT THAT OLD LADY WAS THE PEOPLE-EATER, BUT IT WAS LORNA ALL ALONG. IT JUST GOES TO SHOW YOU STUFF. NOW I HAVE A PLAN THAT'LL -- UGH!"
Greg,Episode 7: The Ringing of the Bell,HA HA! YOUR PLAN WAS BETTER.
Lorna,Episode 7: The Ringing of the Bell,"I'M SORRY, MY TURTLES..."
Lorna,Episode 7: The Ringing of the Bell,...BUT I MUST FEED!
Wirt,Episode 7: The Ringing of the Bell,GREG!
Greg,Episode 7: The Ringing of the Bell,LET'S TRY MY PLAN NOW.
Greg,Episode 7: The Ringing of the Bell,THE RINGING OF THE BELL COMMANDS YOU.
Wirt,Episode 7: The Ringing of the Bell,WHAT THE --
Greg,Episode 7: The Ringing of the Bell,OH. HE ATE THE WITCH'S MAGIC BELL WHEN WE WERE --
Wirt,Episode 7: The Ringing of the Bell,FINE! DO SOMETHING.
Greg,Episode 7: The Ringing of the Bell,OH. I COMMAND YOU TO...
Lorna,Episode 7: The Ringing of the Bell,THE SPIRIT COMPELS ME.
Greg,Episode 7: The Ringing of the Bell,...TRANSFORM INTO A MAGICAL TIGER.
Wirt,Episode 7: The Ringing of the Bell,"THE RINGING -- THE RINGING OF THE BELL COMMANDS YOU! STOP MAKING LORNA DO BAD STUFF, SPIRIT!"
Wirt,Episode 7: The Ringing of the Bell,AND ALSO GO AWAY AND DON'T COME BACK.
Wirt,Episode 7: The Ringing of the Bell,LORNA! LORNA!
Greg,Episode 7: The Ringing of the Bell,"WIRT, LOOK!  >>"
Wirt,Episode 7: The Ringing of the Bell,LORNA!
Lorna,Episode 7: The Ringing of the Bell,"WIRT, YOU SAVED ME."
Auntie Whispers,Episode 7: The Ringing of the Bell,"LORNA? LORNA? OH, MY LORNA."
Lorna,Episode 7: The Ringing of the Bell,AUNTIE WHISPERS!
Auntie Whispers,Episode 7: The Ringing of the Bell,I THOUGHT THEY'D STOLEN YOU AWAY.
Lorna,Episode 7: The Ringing of the Bell,"NO, AUNTIE. THEY SAVED ME. THEY BANISHED THE EVIL SPIRIT WITH THE POWER OF THE BELL!"
Greg,Episode 7: The Ringing of the Bell,YOU CAN HAVE IT BACK AFTER GREG JR. GOES TO THE BATHROOM.
Auntie Whispers,Episode 7: The Ringing of the Bell,"OH, LORNA  THAT'S WONDERFUL, DEAR."
Lorna,Episode 7: The Ringing of the Bell,"AUNTIE WHISPERS, WHAT'S WRONG?"
Auntie Whispers,Episode 7: The Ringing of the Bell,"WELL, NOW THAT YOU'RE CURED, YOU WON'T BE NEEDING OLD AUNTIE WHISPERS ANY MORE TO LOOK AFTER YOU."
Lorna,Episode 7: The Ringing of the Bell,"OH, AUNTIE, NO."
Auntie Whispers,Episode 7: The Ringing of the Bell,OHH.
Lorna,Episode 7: The Ringing of the Bell,I WOULD NEVER LEAVE YOU. YOU ARE MY FAMILY.
Auntie Whispers,Episode 7: The Ringing of the Bell,AH. OHH.
Lorna,Episode 7: The Ringing of the Bell,"THANK YOU SO MUCH, WIRT."
Auntie Whispers,Episode 7: The Ringing of the Bell,"AND A BIT OF ADVICE -- BEWARE OF MY SISTER, ADELAIDE. SHE LIVES IN THE PASTURE. SHE MUST NOT BE TRUSTED."
Lorna,Episode 7: The Ringing of the Bell,PERHAPS I'LL SEE YOU AGAIN SOMEDAY. I HOPE SO.
Wirt,Episode 7: The Ringing of the Bell,SMELL YOU LATER.
Greg,Episode 7: The Ringing of the Bell,"WOW, WIRT! YOU SAVED THE DAY TWICE TODAY!"
Wirt,Episode 7: The Ringing of the Bell,"YEAH, I GUESS. BUT SO WHAT? WE'RE STILL NOT ANY CLOSER TO GETTING HOME. I JUST DON'T KNOW WHAT I'M DOING OUT HERE ANYMORE. I DON'T KNOW IF WE'LL EVER GET BACK HOME."
Greg,Episode 7: The Ringing of the Bell,"SURE, WE WILL! WHAT CAN STOP US? YOU GOT A PLAN, REMEMBER?"
Wirt,Episode 7: The Ringing of the Bell,I LIED.
Greg,Episode 7: The Ringing of the Bell,"AW, COME ON. LET'S GO, CAPTAIN! LEAD THE WAY! YOU CAN DO IT!"
